"BN/Registration number","Fiscal period end","Form ID","Line Number (700 to 708)","Staff Used?","Volunteers Used?","Financial Resource Used?","Property Resource Used?","Other Descriptions"
"711638924RR0001",2018-12-31 00:00:00,"23",702,,,,,
"711638924RR0001",2018-12-31 00:00:00,"23",703,,,,,
"711638924RR0001",2018-12-31 00:00:00,"23",704,,,,,
"711638924RR0001",2018-12-31 00:00:00,"23",705,,,,,
"711638924RR0001",2018-12-31 00:00:00,"23",706,,,,,
"711638924RR0001",2018-12-31 00:00:00,"23",707,,,,,
"711638924RR0001",2018-12-31 00:00:00,"23",708,,,,,
"725221121RR0001",2018-12-31 00:00:00,"23",700,,,,,
"725221121RR0001",2018-12-31 00:00:00,"23",701,,,,,
"725221121RR0001",2018-12-31 00:00:00,"23",702,,,,,
"725221121RR0001",2018-12-31 00:00:00,"23",703,,,,,
"725221121RR0001",2018-12-31 00:00:00,"23",704,,,,,
"725221121RR0001",2018-12-31 00:00:00,"23",705,,,,,
"725221121RR0001",2018-12-31 00:00:00,"23",706,,,,,
"725221121RR0001",2018-12-31 00:00:00,"23",707,,,,,
"725221121RR0001",2018-12-31 00:00:00,"23",708,,,,,
"731893491RR0001",2018-12-31 00:00:00,"23",700,,,,,
"731893491RR0001",2018-12-31 00:00:00,"23",701,,,,,
"731893491RR0001",2018-12-31 00:00:00,"23",702,,,,,
"731893491RR0001",2018-12-31 00:00:00,"23",703,,,,,
"731893491RR0001",2018-12-31 00:00:00,"23",704,,,,,
"731893491RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"731893491RR0001",2018-12-31 00:00:00,"23",706,,,,,
"731893491RR0001",2018-12-31 00:00:00,"23",707,,,,,
"731893491RR0001",2018-12-31 00:00:00,"23",708,"X",,,,"In-person conversations with Minister of Environment & Parks"
"735928285RR0001",2018-12-31 00:00:00,"23",700,,,,,
"735928285RR0001",2018-12-31 00:00:00,"23",701,,,,,
"735928285RR0001",2018-12-31 00:00:00,"23",702,,,,,
"735928285RR0001",2018-12-31 00:00:00,"23",703,,,,,
"735928285RR0001",2018-12-31 00:00:00,"23",704,,,,,
"735928285RR0001",2018-12-31 00:00:00,"23",705,,,,,
"735928285RR0001",2018-12-31 00:00:00,"23",706,,,,,
"735928285RR0001",2018-12-31 00:00:00,"23",707,,,,,
"735928285RR0001",2018-12-31 00:00:00,"23",708,,,,,
"746993526RR0001",2018-12-31 00:00:00,"23",700,"X","X",,,
"746993526RR0001",2018-12-31 00:00:00,"23",701,,"X",,"X",
"746993526RR0001",2018-12-31 00:00:00,"23",702,,"X",,,
"746993526RR0001",2018-12-31 00:00:00,"23",705,"X","X","X","X",
"746993526RR0001",2018-12-31 00:00:00,"23",708,,,,,"Facebook, Instagram, Youtube"
"751792680RR0002",2018-12-31 00:00:00,"23",700,,,,,
"751792680RR0002",2018-12-31 00:00:00,"23",701,,,,,
"751792680RR0002",2018-12-31 00:00:00,"23",702,,,,,
"751792680RR0002",2018-12-31 00:00:00,"23",703,,,,,
"751792680RR0002",2018-12-31 00:00:00,"23",704,,,,,
"751792680RR0002",2018-12-31 00:00:00,"23",705,,,,,
"751792680RR0002",2018-12-31 00:00:00,"23",706,,,,,
"751792680RR0002",2018-12-31 00:00:00,"23",707,,,,,
"751792680RR0002",2018-12-31 00:00:00,"23",708,,,,,
"754870913RR0001",2018-12-31 00:00:00,"23",700,,,,,
"754870913RR0001",2018-12-31 00:00:00,"23",701,,,,,
"754870913RR0001",2018-12-31 00:00:00,"23",702,,,,,
"754870913RR0001",2018-12-31 00:00:00,"23",703,,,,,
"754870913RR0001",2018-12-31 00:00:00,"23",704,,,,,
"754870913RR0001",2018-12-31 00:00:00,"23",705,,,,,
"754870913RR0001",2018-12-31 00:00:00,"23",706,,,,,
"754870913RR0001",2018-12-31 00:00:00,"23",707,,,,,
"754870913RR0001",2018-12-31 00:00:00,"23",708,,,,,
"765357512RR0001",2018-12-31 00:00:00,"23",700,,,,,
"765357512RR0001",2018-12-31 00:00:00,"23",701,,,,,
"765357512RR0001",2018-12-31 00:00:00,"23",702,,,,,
"765357512RR0001",2018-12-31 00:00:00,"23",703,,,,,
"765357512RR0001",2018-12-31 00:00:00,"23",704,,,,,
"765357512RR0001",2018-12-31 00:00:00,"23",705,,,,,
"765357512RR0001",2018-12-31 00:00:00,"23",706,,,,,
"765357512RR0001",2018-12-31 00:00:00,"23",707,,,,,
"765357512RR0001",2018-12-31 00:00:00,"23",708,,,,,
"800673402RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"800673402RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"800673402RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"802374942RR0001",2018-2-28 00:00:00,"23",701,"X",,,,
"802374942RR0001",2018-2-28 00:00:00,"23",703,"X",,,,
"802374942RR0001",2018-2-28 00:00:00,"23",705,"X",,,,
"802374942RR0001",2018-2-28 00:00:00,"23",706,"X",,,,
"802552919RR0001",2018-12-31 00:00:00,"23",700,,,,,
"802552919RR0001",2018-12-31 00:00:00,"23",701,,,,,
"802552919RR0001",2018-12-31 00:00:00,"23",702,,,,,
"802552919RR0001",2018-12-31 00:00:00,"23",703,,,,,
"802552919RR0001",2018-12-31 00:00:00,"23",704,,,,,
"802552919RR0001",2018-12-31 00:00:00,"23",705,,,,,
"802552919RR0001",2018-12-31 00:00:00,"23",706,,,,,
"802552919RR0001",2018-12-31 00:00:00,"23",707,,,,,
"802552919RR0001",2018-12-31 00:00:00,"23",708,,,,,
"802720235RR0001",2018-12-31 00:00:00,"23",700,,,,,
"802720235RR0001",2018-12-31 00:00:00,"23",701,,,,,
"802720235RR0001",2018-12-31 00:00:00,"23",702,,,,,
"802720235RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"802720235RR0001",2018-12-31 00:00:00,"23",704,,,,,
"802720235RR0001",2018-12-31 00:00:00,"23",705,,,,,
"802720235RR0001",2018-12-31 00:00:00,"23",706,"X",,"X",,
"802720235RR0001",2018-12-31 00:00:00,"23",707,,,,,
"802720235RR0001",2018-12-31 00:00:00,"23",708,,,,,
"805872264RR0001",2018-3-31 00:00:00,"23",700,"X",,,,
"805872264RR0001",2018-3-31 00:00:00,"23",701,"X",,,,
"805872264RR0001",2018-3-31 00:00:00,"23",702,"X",,,,
"805872264RR0001",2018-3-31 00:00:00,"23",703,"X",,,,
"805872264RR0001",2018-3-31 00:00:00,"23",704,"X",,,,
"805872264RR0001",2018-3-31 00:00:00,"23",705,"X",,,,
"805872264RR0001",2018-3-31 00:00:00,"23",706,"X",,,,
"805979424RR0001",2018-12-31 00:00:00,"23",700,,,,,
"805979424RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
"805979424RR0001",2018-12-31 00:00:00,"23",702,,,,,
"805979424RR0001",2018-12-31 00:00:00,"23",703,,,,,
"805979424RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"805979424RR0001",2018-12-31 00:00:00,"23",705,,,,,
"805979424RR0001",2018-12-31 00:00:00,"23",706,,,,,
"805979424RR0001",2018-12-31 00:00:00,"23",707,,,,,
"805979424RR0001",2018-12-31 00:00:00,"23",708,,,,,
"807291737RR0001",2018-12-31 00:00:00,"23",700,,,,,
"807291737RR0001",2018-12-31 00:00:00,"23",701,,,,,
"807291737RR0001",2018-12-31 00:00:00,"23",702,"X",,"X",,
"807291737RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"807291737RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"807291737RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"807291737RR0001",2018-12-31 00:00:00,"23",706,,,,,
"807291737RR0001",2018-12-31 00:00:00,"23",707,,,,,
"807291737RR0001",2018-12-31 00:00:00,"23",708,,,,,
"807434329RR0001",2018-12-31 00:00:00,"23",700,,,,,
"807434329RR0001",2018-12-31 00:00:00,"23",701,,,,,
"807434329RR0001",2018-12-31 00:00:00,"23",702,,,,,
"807434329RR0001",2018-12-31 00:00:00,"23",703,,,,,
"807434329RR0001",2018-12-31 00:00:00,"23",704,,,,,
"807434329RR0001",2018-12-31 00:00:00,"23",705,,,,,
"807434329RR0001",2018-12-31 00:00:00,"23",706,,,,,
"807434329RR0001",2018-12-31 00:00:00,"23",707,,,,,
"807434329RR0001",2018-12-31 00:00:00,"23",708,,,,"X","rented space for electoral polling station"
"807725536RR0001",2018-12-31 00:00:00,"23",700,,,,,
"807725536RR0001",2018-12-31 00:00:00,"23",701,,,,,
"807725536RR0001",2018-12-31 00:00:00,"23",702,,,,,
"807725536RR0001",2018-12-31 00:00:00,"23",703,,,,,
"807725536RR0001",2018-12-31 00:00:00,"23",704,,,,,
"807725536RR0001",2018-12-31 00:00:00,"23",705,,,,,
"807725536RR0001",2018-12-31 00:00:00,"23",706,,,,,
"807725536RR0001",2018-12-31 00:00:00,"23",707,,,,,
"807725536RR0001",2018-12-31 00:00:00,"23",708,,,,,
"812584068RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"812584068RR0001",2018-12-31 00:00:00,"23",701,"X","X","X",,
"812584068RR0001",2018-12-31 00:00:00,"23",702,,"X","X",,
"812584068RR0001",2018-12-31 00:00:00,"23",703,,,,,
"812584068RR0001",2018-12-31 00:00:00,"23",704,"X","X","X",,
"812584068RR0001",2018-12-31 00:00:00,"23",705,"X","X","X",,
"812584068RR0001",2018-12-31 00:00:00,"23",706,,,,,
"812584068RR0001",2018-12-31 00:00:00,"23",707,,,,,
"812584068RR0001",2018-12-31 00:00:00,"23",708,"X","X","X",,
"812832277RR0001",2018-8-31 00:00:00,"23",700,"X",,,,
"812832277RR0001",2018-8-31 00:00:00,"23",701,"X",,,,
"812832277RR0001",2018-8-31 00:00:00,"23",706,"X",,,,
"813291341RR0001",2018-12-31 00:00:00,"23",700,,,,,
"813291341RR0001",2018-12-31 00:00:00,"23",701,,,,,
"813291341RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"813291341RR0001",2018-12-31 00:00:00,"23",703,,,,,
"813291341RR0001",2018-12-31 00:00:00,"23",704,,,,,
"813291341RR0001",2018-12-31 00:00:00,"23",705,,,,,
"813291341RR0001",2018-12-31 00:00:00,"23",706,,,,,
"813291341RR0001",2018-12-31 00:00:00,"23",707,,,,,
"813291341RR0001",2018-12-31 00:00:00,"23",708,,"X",,,
"814017158RR0001",2018-10-31 00:00:00,"23",700,"X",,"X",,
"814017158RR0001",2018-10-31 00:00:00,"23",701,,,,,
"814017158RR0001",2018-10-31 00:00:00,"23",702,"X",,"X",,
"814017158RR0001",2018-10-31 00:00:00,"23",703,,,,,
"814017158RR0001",2018-10-31 00:00:00,"23",704,,,,,
"814017158RR0001",2018-10-31 00:00:00,"23",705,,,,,
"814017158RR0001",2018-10-31 00:00:00,"23",706,"X","X","X",,
"814017158RR0001",2018-10-31 00:00:00,"23",707,,,,,
"814017158RR0001",2018-10-31 00:00:00,"23",708,,,,,
"815987425RR0001",2018-10-31 00:00:00,"23",700,,,,,
"815987425RR0001",2018-10-31 00:00:00,"23",701,,,,,
"815987425RR0001",2018-10-31 00:00:00,"23",702,,,,,
"815987425RR0001",2018-10-31 00:00:00,"23",703,,,,,
"815987425RR0001",2018-10-31 00:00:00,"23",704,,,,,
"815987425RR0001",2018-10-31 00:00:00,"23",705,,,,,
"815987425RR0001",2018-10-31 00:00:00,"23",706,,,,,
"815987425RR0001",2018-10-31 00:00:00,"23",707,,,,,
"815987425RR0001",2018-10-31 00:00:00,"23",708,,,,,
"816109417RR0001",2018-12-31 00:00:00,"23",700,,,,,
"816109417RR0001",2018-12-31 00:00:00,"23",701,,,,,
"816109417RR0001",2018-12-31 00:00:00,"23",702,,,,,
"816109417RR0001",2018-12-31 00:00:00,"23",703,,,,,
"816109417RR0001",2018-12-31 00:00:00,"23",704,,,,,
"816109417RR0001",2018-12-31 00:00:00,"23",705,,,,,
"816109417RR0001",2018-12-31 00:00:00,"23",706,,,,,
"816109417RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"816109417RR0001",2018-12-31 00:00:00,"23",708,,,,,
"816591721RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"816591721RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
"816591721RR0001",2018-12-31 00:00:00,"23",702,"X",,"X",,
"816591721RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"816591721RR0001",2018-12-31 00:00:00,"23",704,"X",,,,
"816591721RR0001",2018-12-31 00:00:00,"23",705,,,,,
"816591721RR0001",2018-12-31 00:00:00,"23",706,,,,,
"816591721RR0001",2018-12-31 00:00:00,"23",707,,,,,
"816591721RR0001",2018-12-31 00:00:00,"23",708,,,,,
"816827984RR0001",2018-12-31 00:00:00,"23",700,,,,,
"816827984RR0001",2018-12-31 00:00:00,"23",701,,,,,
"816827984RR0001",2018-12-31 00:00:00,"23",702,,,,,
"816827984RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"816827984RR0001",2018-12-31 00:00:00,"23",704,,,,,
"816827984RR0001",2018-12-31 00:00:00,"23",705,,,,,
"816827984RR0001",2018-12-31 00:00:00,"23",706,,,,,
"816827984RR0001",2018-12-31 00:00:00,"23",707,,,,,
"816827984RR0001",2018-12-31 00:00:00,"23",708,,,,,
"817053531RR0001",2018-5-31 00:00:00,"23",700,,,,,
"817053531RR0001",2018-5-31 00:00:00,"23",701,,,,,
"817053531RR0001",2018-5-31 00:00:00,"23",702,,,,,
"817053531RR0001",2018-5-31 00:00:00,"23",703,,,,,
"817053531RR0001",2018-5-31 00:00:00,"23",704,,,,,
"817053531RR0001",2018-5-31 00:00:00,"23",705,,,,,
"817053531RR0001",2018-5-31 00:00:00,"23",706,,,,,
"817053531RR0001",2018-5-31 00:00:00,"23",707,,,,,
"817053531RR0001",2018-5-31 00:00:00,"23",708,,,,,
"817174865RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"817174865RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"817174865RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"817174865RR0001",2018-12-31 00:00:00,"23",703,,,,,
"817174865RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"817174865RR0001",2018-12-31 00:00:00,"23",705,,,,,
"817174865RR0001",2018-12-31 00:00:00,"23",706,,,,,
"817174865RR0001",2018-12-31 00:00:00,"23",707,,,,,
"817174865RR0001",2018-12-31 00:00:00,"23",708,,,,,
"817387277RR0001",2018-12-31 00:00:00,"23",700,,,,,
"817387277RR0001",2018-12-31 00:00:00,"23",701,,,,,
"817387277RR0001",2018-12-31 00:00:00,"23",702,,,,,
"817387277RR0001",2018-12-31 00:00:00,"23",703,,,,,
"817387277RR0001",2018-12-31 00:00:00,"23",704,,,,,
"817387277RR0001",2018-12-31 00:00:00,"23",705,,,,,
"817387277RR0001",2018-12-31 00:00:00,"23",706,,,,,
"817387277RR0001",2018-12-31 00:00:00,"23",707,,,,,
"817387277RR0001",2018-12-31 00:00:00,"23",708,,,,,
"817929912RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"818506784RR0001",2018-12-24 00:00:00,"23",700,"X",,,,
"818506784RR0001",2018-12-24 00:00:00,"23",701,,,,,
"818506784RR0001",2018-12-24 00:00:00,"23",702,,,,,
"818506784RR0001",2018-12-24 00:00:00,"23",703,,,,,
"818506784RR0001",2018-12-24 00:00:00,"23",704,,,,,
"818506784RR0001",2018-12-24 00:00:00,"23",705,"X",,,,
"818506784RR0001",2018-12-24 00:00:00,"23",706,"X",,,,
"818506784RR0001",2018-12-24 00:00:00,"23",707,,,,,
"818506784RR0001",2018-12-24 00:00:00,"23",708,,,,,
"819884172RR0001",2018-12-31 00:00:00,"23",700,,,,,
"819884172RR0001",2018-12-31 00:00:00,"23",701,,,,,
"819884172RR0001",2018-12-31 00:00:00,"23",702,,,,,
"819884172RR0001",2018-12-31 00:00:00,"23",703,,,,,
"819884172RR0001",2018-12-31 00:00:00,"23",704,,,,,
"819884172RR0001",2018-12-31 00:00:00,"23",705,,,,,
"819884172RR0001",2018-12-31 00:00:00,"23",706,,,,,
"819884172RR0001",2018-12-31 00:00:00,"23",707,,,,,
"819884172RR0001",2018-12-31 00:00:00,"23",708,,,,,
"820899193RR0001",2018-12-31 00:00:00,"23",700,"X",,,,
"820899193RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"820899193RR0001",2018-12-31 00:00:00,"23",702,"X",,,,
"820899193RR0001",2018-12-31 00:00:00,"23",703,,,"X",,
"820899193RR0001",2018-12-31 00:00:00,"23",704,"X",,,,
"820899193RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"820899193RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"820899193RR0001",2018-12-31 00:00:00,"23",707,"X",,,,
"821281433RR0001",2018-12-31 00:00:00,"23",702,,"X",,,
"821281433RR0001",2018-12-31 00:00:00,"23",703,,"X",,,
"821281433RR0001",2018-12-31 00:00:00,"23",704,,"X",,,
"821281433RR0001",2018-12-31 00:00:00,"23",706,,"X",,,
"821343084RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"821343084RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"821343084RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"821343084RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"821343084RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"821343084RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"821618139RR0001",2018-12-31 00:00:00,"23",700,,,,,
"821618139RR0001",2018-12-31 00:00:00,"23",701,,,,,
"821618139RR0001",2018-12-31 00:00:00,"23",702,,,,,
"821618139RR0001",2018-12-31 00:00:00,"23",703,,,,,
"821618139RR0001",2018-12-31 00:00:00,"23",704,,,,,
"821618139RR0001",2018-12-31 00:00:00,"23",705,,,,,
"821618139RR0001",2018-12-31 00:00:00,"23",706,,,,,
"821618139RR0001",2018-12-31 00:00:00,"23",707,,,,,
"821618139RR0001",2018-12-31 00:00:00,"23",708,,,,,
"822395885RR0001",2018-12-31 00:00:00,"23",700,,,,,
"822395885RR0001",2018-12-31 00:00:00,"23",701,,,,,
"822395885RR0001",2018-12-31 00:00:00,"23",702,,,,,
"822395885RR0001",2018-12-31 00:00:00,"23",703,,,,,
"822395885RR0001",2018-12-31 00:00:00,"23",704,,,,,
"822395885RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"822395885RR0001",2018-12-31 00:00:00,"23",706,,,,,
"822395885RR0001",2018-12-31 00:00:00,"23",707,,,,,
"822395885RR0001",2018-12-31 00:00:00,"23",708,,,,,
"822464020RR0001",2018-6-30 00:00:00,"23",700,,"X","X",,
"822464020RR0001",2018-6-30 00:00:00,"23",703,"X","X","X",,
"822464020RR0001",2018-6-30 00:00:00,"23",706,,,"X",,
"822521878RR0001",2018-3-31 00:00:00,"23",700,,"X","X","X",
"822521878RR0001",2018-3-31 00:00:00,"23",701,,"X","X","X",
"822521878RR0001",2018-3-31 00:00:00,"23",704,,"X","X","X",
"822521878RR0001",2018-3-31 00:00:00,"23",705,,"X","X","X",
"822521878RR0001",2018-3-31 00:00:00,"23",706,,"X","X","X",
"822521878RR0001",2018-3-31 00:00:00,"23",707,,"X","X","X",
"822521878RR0001",2018-3-31 00:00:00,"23",708,,,,,"Grow the Greenbelt Campaign"
"823570189RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"823570189RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"823570189RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"823570189RR0001",2018-12-31 00:00:00,"23",703,,,,,
"823570189RR0001",2018-12-31 00:00:00,"23",704,,,,,
"823570189RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"823570189RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"823570189RR0001",2018-12-31 00:00:00,"23",707,,,,,
"823570189RR0001",2018-12-31 00:00:00,"23",708,,"X",,,"PAID FOR REGISTERED LOBBYIST"
"827334566RR0001",2018-12-31 00:00:00,"23",708,,,"X",,"FACT-TO-FACE & WRITTEN COMMUNICATION"
"829367556RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"829367556RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"829367556RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"829428903RR0001",2018-12-31 00:00:00,"23",700,"X",,"X",,
"829428903RR0001",2018-12-31 00:00:00,"23",701,"X","X",,,
"829428903RR0001",2018-12-31 00:00:00,"23",702,,"X",,"X",
"829428903RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"829428903RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"829428903RR0001",2018-12-31 00:00:00,"23",705,"X","X","X",,
"829428903RR0001",2018-12-31 00:00:00,"23",706,"X","X","X",,
"831021506RR0001",2018-12-31 00:00:00,"23",700,,"X","X",,
"831021506RR0001",2018-12-31 00:00:00,"23",701,,"X","X",,
"831021506RR0001",2018-12-31 00:00:00,"23",702,,,,,
"831021506RR0001",2018-12-31 00:00:00,"23",703,,,,,
"831021506RR0001",2018-12-31 00:00:00,"23",704,,,,,
"831021506RR0001",2018-12-31 00:00:00,"23",705,,,,,
"831021506RR0001",2018-12-31 00:00:00,"23",706,,"X","X",,
"831021506RR0001",2018-12-31 00:00:00,"23",707,,,,,
"831021506RR0001",2018-12-31 00:00:00,"23",708,,,,,
"831268354RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"831268354RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"831268354RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"833731193RR0001",2018-12-31 00:00:00,"23",700,,,,,
"833731193RR0001",2018-12-31 00:00:00,"23",701,,,,,
"833731193RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"833731193RR0001",2018-12-31 00:00:00,"23",703,,,,,
"833731193RR0001",2018-12-31 00:00:00,"23",704,,,,,
"833731193RR0001",2018-12-31 00:00:00,"23",705,,,,,
"833731193RR0001",2018-12-31 00:00:00,"23",706,,,,,
"833731193RR0001",2018-12-31 00:00:00,"23",707,,,,,
"833731193RR0001",2018-12-31 00:00:00,"23",708,,,,,
"833914484RR0001",2018-3-31 00:00:00,"23",701,"X","X","X",,
"833914484RR0001",2018-3-31 00:00:00,"23",702,"X","X","X",,
"833914484RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"833914484RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"833914484RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"833914484RR0001",2018-3-31 00:00:00,"23",707,,"X",,,
"833984768RR0001",2018-9-30 00:00:00,"23",702,,"X",,,
"833984768RR0001",2018-9-30 00:00:00,"23",706,,"X",,,
"834540882RR0001",2018-11-30 00:00:00,"23",700,,,,,
"834540882RR0001",2018-11-30 00:00:00,"23",701,"X","X","X",,
"834540882RR0001",2018-11-30 00:00:00,"23",702,"X",,"X",,
"834540882RR0001",2018-11-30 00:00:00,"23",703,,,,,
"834540882RR0001",2018-11-30 00:00:00,"23",704,,,,,
"834540882RR0001",2018-11-30 00:00:00,"23",705,,,,,
"834540882RR0001",2018-11-30 00:00:00,"23",706,"X",,"X",,
"834540882RR0001",2018-11-30 00:00:00,"23",707,,,,,
"834540882RR0001",2018-11-30 00:00:00,"23",708,,,,,
"835610312RR0001",2018-3-31 00:00:00,"23",708,,,"X",,"MANIFESTATION"
"836252544RR0001",2018-6-30 00:00:00,"23",700,,,"X",,
"836252544RR0001",2018-6-30 00:00:00,"23",701,,,"X",,
"836252544RR0001",2018-6-30 00:00:00,"23",702,,,"X",,
"836252544RR0001",2018-6-30 00:00:00,"23",706,,,"X",,
"836727644RR0001",2018-6-30 00:00:00,"23",700,,"X","X",,
"836727644RR0001",2018-6-30 00:00:00,"23",706,,"X","X","X",
"839758398RR0001",2018-12-31 00:00:00,"23",700,,,,,
"839758398RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
