"BN/Registration number","Fiscal period end","Form ID","300","305","310","315","320","325","330","335","340","345","370","380","390"
"100890920RR0001",2018-12-31 00:00:00,"23",,1,,,,,,,,,1,$7399.00,$7399.00
"100891134RR0001",2018-3-31 00:00:00,"23",,14,,,,,,,,,14,$43399.00,$43399.00
"100891191RR0001",2018-3-31 00:00:00,"23",5,5,,,,,,,,,17,$88510.00,$236912.00
"100891258RR0001",2018-12-31 00:00:00,"23",8,8,,,,,,,,,10,$72563.00,$137529.00
"100892272RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,4,$25732.00,$25732.00
"100892959RR0001",2018-3-31 00:00:00,"23",21,2,7,1,,,,,,,23,$158284.00,$1010051.00
"100893379RR0001",2018-3-31 00:00:00,"23",15,5,4,1,,,,,,,1,$0.00,$660494.00
"100893528RR0001",2018-5-31 00:00:00,"23",2,,2,,,,,,,,13,$27328.00,$171634.00
"100893700RR0001",2018-5-31 00:00:00,"23",2,1,1,,,,,,,,6,$76148.00,$194685.00
"100904085RR0001",2018-3-31 00:00:00,"23",104,,9,1,,,,,,,50,$751902.00,$3784986.00
"100910215RR0001",2018-3-31 00:00:00,"23",8,6,2,,,,,,,,8,$80874.00,$382740.00
"100914647RR0001",2018-12-31 00:00:00,"23",72,8,2,,,,,,,,5,$12772.00,$1133492.00
"100917020RR0001",2018-3-31 00:00:00,"23",,,,,,,,,,,2,$32018.00,$32018.00
"100931203RR0001",2018-3-31 00:00:00,"23",105,,6,3,1,,,,,,135,$4254090.00,$12161020.00
"100952753RR0001",2018-12-31 00:00:00,"23",5,,3,2,,,,,,,11,$167789.00,$469020.00
"100960863RR0001",2018-12-31 00:00:00,"23",1,1,,,,,,,,,1,$5566.00,$37707.00
"100966175RR0001",2018-3-31 00:00:00,"23",9,1,8,,,,,,,,19,$178440.00,$728626.00
"100977180RR0001",2018-3-31 00:00:00,"23",11,2,7,1,,,,,,,7,$196760.00,$862051.00
"100987213RR0001",2018-3-31 00:00:00,"23",75,,9,1,,,,,,,,$0.00,$2787207.00
"101021483RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,,,$6577.00
"101023059RR0001",2018-3-31 00:00:00,"23",4,4,,,,,,,,,,$0.00,$105208.00
"101024560RR0001",2018-3-31 00:00:00,"23",2,1,1,,,,,,,,6,$23013.00,$104587.00
"101026615RR0001",2018-11-30 00:00:00,"23",3,3,,,,,,,,,7,$39571.00,$132683.00
"101027613RR0001",2018-3-31 00:00:00,"23",0,5,1,,,,,,,,,$0.00,$226972.00
"101039329RR0001",2018-6-30 00:00:00,"23",1,1,,,,,,,,,,$0.00,$27918.00
"101050417RR0001",2018-8-31 00:00:00,"23",18,4,13,,0,1,,,,,9,$141195.00,$1286828.00
"101051282RR0001",2018-6-30 00:00:00,"23",23,,18,,,,,,,,66,$484376.00,$1907913.00
"101051381RR0001",2018-6-30 00:00:00,"23",34,,,10,,,,,,,40,$1660849.00,$4152123.00
"101051407RR0001",2018-6-30 00:00:00,"23",39,,,7,2,1,,,,,27,$813407.00,$4474055.00
"101065183RR0001",2018-6-30 00:00:00,"23",13,8,2,,,,,,,,12,$110000.00,$583739.00
"101065548RR0001",2018-12-31 00:00:00,"23",3,2,1,,,,,,,,22,$173820.00,$293021.00
"101065639RR0001",2018-12-31 00:00:00,"23",3,3,,,,,,,,,3,$32467.00,$32467.00
"101069029RR0001",2018-10-31 00:00:00,"23",1,,1,,,,,,,,3,$25579.00,$90750.00
"101071777RR0001",2018-12-31 00:00:00,"23",29,,10,,,,,,,,58,$232394.00,$1720372.00
"101071934RR0001",2018-3-31 00:00:00,"23",23,9,1,,,,,,,,4,$28889.00,$624426.00
"101072098RR0001",2018-6-30 00:00:00,"23",17,4,5,1,,,,,,,7,$29842.00,$844043.00
"101072106RR0001",2018-12-31 00:00:00,"23",1,,,1,,,,,,,7,$187074.00,$288195.00
"101072239RR0001",2018-3-31 00:00:00,"23",35,6,4,,,,,,,,24,$211709.00,$1535371.00
"101072254RR0001",2018-3-31 00:00:00,"23",,8,2,,,,,,,,144,$990000.00,$1319585.00
"101072361RR0001",2018-12-31 00:00:00,"23",4,3,1,,,,,,,,8,$62484.00,$233949.00
"101074607RR0001",2018-6-30 00:00:00,"23",8,3,5,,,,,,,,75,$148203.00,$521768.00
"101074953RR0001",2018-11-30 00:00:00,"23",25,,7,3,,,,,,,22,$215890.00,$1935767.00
"101076099RR0001",2018-3-31 00:00:00,"23",2,1,1,,,,,,,,2,$0.00,$70429.00
"101079200RR0001",2018-12-31 00:00:00,"23",7,33,,,,,,,,,33,$124639.00,$290820.00
"101098168RR0001",2018-3-31 00:00:00,"23",2,2,,,,,,,,,,,$26727.00
"101098234RR0001",2018-8-31 00:00:00,"23",15,8,6,1,,,,,,,2,$32622.00,$780962.00
"101098275RR0001",2018-8-31 00:00:00,"23",,3,2,,,,,,,,61,$216912.00,$457771.00
"101144541RR0001",2018-8-31 00:00:00,"23",,,,,,,,,,,3,$76889.00,$76889.00
"101151520RR0001",2018-3-31 00:00:00,"23",1,,1,,,,,,,,2,$8477.00,$57635.00
"101157659RR0001",2018-12-31 00:00:00,"23",,,,,,,,,,,6,$160685.00,$160685.00
"101159564RR0001",2018-12-31 00:00:00,"23",1,1,,,,,,,,,5,$40892.00,$76054.00
"101160232RR0001",2018-3-31 00:00:00,"23",1,1,,,,,,,,,1,$6025.00,$44121.00
"101161073RR0001",2018-4-30 00:00:00,"23",10,9,1,,,,,,,,79,$193185.00,$552463.00
"101161115RR0001",2018-12-31 00:00:00,"23",12,5,4,1,,,,,,,22,$56533.00,$678879.00
"101161123RR0001",2018-12-31 00:00:00,"23",2,2,,,,,,,,,,,$22142.00
